Trade ID,Date,Entry,Exit,Size,Stop Loss,Take Profit,PnL,Trade Result,R:R,Duration (mins),Exit Type,Direction,Risk %,RoR,Stop Distance,Event Type,Candle Count,Session,Symbol 1,Month,Day,Initial Balance,Account,Cumulative Equity,Entry Time,Absolute Daily PnL,Error,Profit Value,Loss Value,Duration (hrs),Peak Value,Multiplier,"Trade Model ",Trade Plan,"Market Conditions ",Psychological Factors	,Drawdown,Time Frame,Current Balance,Tag,Trade Plan Screenshot,Bias,Planned Entry,Planned SL,Planned TP,Planned RRR,Pre-Market Notes,Pre-Market Emotions,HTF Key Level Focus,Market Sentiment,Compliance Check,Events,Event Release Time,Market Reaction on News Release,Loss Indicator,Win Indicator,Ref: Events,Ref: Events Release Time,Trade Result Screenshot,Lesson Learned,Actionable Steps,Trade Performance Summary
Trade #50,12/25/2024,2630.046,2637.61,0.3,2627.525,2637.61,226.92,WIN,3,45,,BUY,0.1,28.759953247966,2.521,,3,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120582.49,10:00 am,226.92,,226.92,0,0.75,120582.49,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2630.05
Exit Price: $2637.61
P/L: $226.92
Trade Model: @Gap Guardian (Live)
Date: 12/25/2024"
Trade #51,12/26/2024,2612.233,2617.04,0.3,2610.643,2617.04,144.21,WIN,3.02,30,,BUY,0.06,18.401880689816,1.59,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120726.7,9:30 am,144.21,,144.21,0,0.5,120726.7,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2612.23
Exit Price: $2617.04
P/L: $144.21
Trade Model: @Gap Guardian (Live)
Date: 12/26/2024"
Trade #52,12/31/2024,2617.966,2626.448,0.3,2615.138,2626.448,254.46,WIN,3,45,,BUY,0.11,32.399198461707,2.828,,3,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120981.16,10:15 am,254.46,,254.46,0,0.75,120981.16,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2617.97
Exit Price: $2626.45
P/L: $254.46
Trade Model: @Gap Guardian (Live)
Date: 12/31/2024"
Trade #53,01/02/2025,2646.467,2657.266,0.3,2642.869,2657.266,323.97,WIN,3,90,,BUY,0.14,40.805345390666,3.598,,6,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121305.13,10:00 am,323.97,,323.97,0,1.5,121305.13,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2646.47
Exit Price: $2657.27
P/L: $323.97
Trade Model: @Gap Guardian (Live)
Date: 01/02/2025"
Trade #54,01/07/2025,2660.807,2649.967,0.3,2664.39,2649.967,325.2,WIN,3.03,30,,SELL,0.13,40.739520002766,3.583,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121630.33,9:35 am,325.2,,325.2,0,0.5,121630.33,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2660.81
Exit Price: $2649.97
P/L: $325.2
Trade Model: @Gap Guardian (Live)
Date: 01/07/2025"
Trade #55,01/08/2025,2659.608,2669.317,0.3,2656.47,2669.317,291.27,WIN,3.09,105,,BUY,0.12,36.505379740172,3.138,,7,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121921.6,10:00 am,291.27,,291.27,0,1.75,121921.6,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2659.61
Exit Price: $2669.32
P/L: $291.27
Trade Model: @Gap Guardian (Live)
Date: 01/08/2025"
Trade #56,01/09/2025,2672.09,2678.389,0.3,2678.389,2653.154,-188.97,LOSS,3.01,990,,SELL,0.24,-23.573307785292,6.299,,66,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121732.63,10:00 am,188.97,Did Not Plan (https://www.notion.so/Did-Not-Plan-1a1b632af110804db647db8c4986825a?pvs=21),0,-188.97,16.5,121921.6,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,-0.001549930447,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,1,0,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2672.09
Exit Price: $2678.39
P/L: $-188.97
Trade Model: @Gap Guardian (Live)
Date: 01/09/2025"
Trade #57,01/14/2025,2665.993,2674.789,0.3,2663.061,2674.789,263.88,WIN,3,270,,BUY,0.11,32.99333494124,2.932,,18,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121996.51,10:00 am,263.88,,263.88,0,4.5,121996.51,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2665.99
Exit Price: $2674.79
P/L: $263.88
Trade Model: @Gap Guardian (Live)
Date: 01/14/2025"
Trade #58,01/15/2025,2677.924,2689.091,0.3,2674.21,2689.091,335.01,WIN,3.01,105,,BUY,0.14,41.700212552709,3.714,,7,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122331.52,10:00 am,335.01,,335.01,0,1.75,122331.52,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2677.92
Exit Price: $2689.09
P/L: $335.01
Trade Model: @Gap Guardian (Live)
Date: 01/15/2025"
Trade #59,01/16/2025,2713.649,2719.2,0.3,2711.799,2719.2,166.53,WIN,3,30,,BUY,0.07,20.455851143608,1.85,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122498.05,9:30 am,166.53,,166.53,0,0.5,122498.05,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2713.65
Exit Price: $2719.2
P/L: $166.53
Trade Model: @Gap Guardian (Live)
Date: 01/16/2025"
Trade #60,01/21/2025,2729.426,2735.496,0.3,2727.406,2735.496,182.1,WIN,3,30,,BUY,0.07,22.239108149479,2.02,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122680.15,9:30 am,182.1,,182.1,0,0.5,122680.15,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2729.43
Exit Price: $2735.5
P/L: $182.1
Trade Model: @Gap Guardian (Live)
Date: 01/21/2025"
Trade #61,01/22/2025,2751.137,2758.532,0.3,2748.67,2758.532,221.85,WIN,3,90,,BUY,0.09,26.879795517272,2.467,,6,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122902,9:30 am,221.85,,221.85,0,1.5,122902,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2751.14
Exit Price: $2758.53
P/L: $221.85
Trade Model: @Gap Guardian (Live)
Date: 01/22/2025"
Trade #62,01/23/2025,2741.116,2750.241,0.3,2738.074,2750.241,273.75,WIN,3,90,,BUY,0.11,33.289360975603,3.042,,6,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),123175.75,9:45 am,273.75,,273.75,0,1.5,123175.75,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2741.12
Exit Price: $2750.24
P/L: $273.75
Trade Model: @Gap Guardian (Live)
Date: 01/23/2025"
Trade #63,01/28/2025,2753.177,2761.898,0.3,2750.27,2761.898,261.63,WIN,3,210,,BUY,0.11,31.676132700513,2.907,,14,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),123437.38,10:00 am,261.63,,261.63,0,3.5,123437.38,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2753.18
Exit Price: $2761.9
P/L: $261.63
Trade Model: @Gap Guardian (Live)
Date: 01/28/2025"
Trade #64,01/29/2025,2761.137,2750.878,0.3,2764.542,2750.878,307.77,WIN,3.01,45,,SELL,0.12,37.154983617256,3.405,,3,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),123745.15,9:45 am,307.77,,307.77,0,0.75,123745.15,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2761.14
Exit Price: $2750.88
P/L: $307.77
Trade Model: @Gap Guardian (Live)
Date: 01/29/2025"
Trade #65,01/30/2025,2782.365,2792.633,0.3,2778.939,2792.633,308.04,WIN,3,90,,BUY,0.12,36.903856970599,3.426,,6,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),124053.19,9:30 am,308.04,,308.04,0,1.5,124053.19,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2782.37
Exit Price: $2792.63
P/L: $308.04
Trade Model: @Gap Guardian (Live)
Date: 01/30/2025"
Trade #67,02/04/2025,2835.329,2846.523,0.3,2831.606,2846.523,335.82,WIN,3.01,480,,BUY,0.13,39.480427139143,3.723,,32,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),124389.01,10:30 am,335.82,,335.82,0,8,124389.01,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2835.33
Exit Price: $2846.52
P/L: $335.82
Trade Model: @Gap Guardian (Live)
Date: 02/04/2025"
Trade #68,02/05/2025,2866.006,2877.883,0.3,2862.047,2877.883,356.31,WIN,3,60,,BUY,0.14,41.440946041285,3.959,,4,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),124745.32,9:45 am,356.31,,356.31,0,1,124745.32,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2866.01
Exit Price: $2877.88
P/L: $356.31
Trade Model: @Gap Guardian (Live)
Date: 02/05/2025"
Trade #69,02/06/2025,2857.86,2836.181,0.3,2865.087,2836.181,650.37,WIN,3,60,,SELL,0.25,75.857459777596,7.227,,4,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),125395.69,9:30 am,650.37,,650.37,0,1,125395.69,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2857.86
Exit Price: $2836.18
P/L: $650.37
Trade Model: @Gap Guardian (Live)
Date: 02/06/2025"
Trade #70,02/11/2025,2902.032,2907.439,0.3,2907.439,2885.813,-162.21,LOSS,3,105,,SELL,0.19,-18.631772495961,5.407,,7,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),125233.48,9:30 am,162.21,Did Not Plan (https://www.notion.so/Did-Not-Plan-1a1b632af110804db647db8c4986825a?pvs=21),0,-162.21,1.75,125395.69,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,-0.00129358513,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,1,0,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2902.03
Exit Price: $2907.44
P/L: $-162.21
Trade Model: @Gap Guardian (Live)
Date: 02/11/2025"
Trade #71,02/12/2025,2890.293,2914.614,0.3,2882.214,2914.614,729.63,WIN,3.01,690,,BUY,0.28,84.147178158062,8.079,,46,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),125963.11,9:45 am,729.63,,729.63,0,11.5,125963.11,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2890.29
Exit Price: $2914.61
P/L: $729.63
Trade Model: @Gap Guardian (Live)
Date: 02/12/2025"
Trade #72,02/13/2025,2913.767,2927.164,0.3,2909.298,2927.164,401.91,WIN,3,285,,BUY,0.15,45.978281722595,4.469,,19,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),126365.02,9:45 am,401.91,,401.91,0,4.75,126365.02,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2913.77
Exit Price: $2927.16
P/L: $401.91
Trade Model: @Gap Guardian (Live)
Date: 02/13/2025"
Trade #73,02/18/2025,2922.479,2929.845,0.3,2920.022,2929.845,220.98,WIN,3,135,Target Hit,BUY,0.08,25.204629357474,2.457,,9,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),126586,9:30 am,220.98,,220.98,0,2.25,126586,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2922.48
Exit Price: $2929.85
P/L: $220.98
Trade Model: @Gap Guardian (Live)
Date: 02/18/2025"
Trade #74,02/19/2025,2939.726,2933.688,0.3,2941.739,2933.688,181.14,WIN,3,45,Target Hit,SELL,0.07,20.539329175576,2.013,,3,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),126767.14,9:45 am,181.14,,181.14,0,0.75,126767.14,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2939.73
Exit Price: $2933.69
P/L: $181.14
Trade Model: @Gap Guardian (Live)
Date: 02/19/2025"
Trade #75,02/20/2025,2932.75,2942.987,0.3,2929.337,2942.987,307.11,WIN,3,90,Target Hit,BUY,0.12,34.905805131702,3.413,,6,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),127074.25,10:00 am,307.11,,307.11,0,1.5,127074.25,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2932.75
Exit Price: $2942.99
P/L: $307.11
Trade Model: @Gap Guardian (Live)
Date: 02/20/2025"
Trade #76,02/25/2025,2943.05,2929.193,0.3,2947.645,2929.193,415.71,WIN,3.02,45,Target Hit,SELL,0.16,47.08380761455,4.595,,3,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),127489.96,9:30 am,415.71,,415.71,0,0.75,127489.96,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2943.05
Exit Price: $2929.19
P/L: $415.71
Trade Model: @Gap Guardian (Live)
Date: 02/25/2025"
Trade #77,02/26/2025,2901.284,2919.869,0.3,2895.144,2919.869,557.55,WIN,3.03,450,Target Hit,BUY,0.21,64.057844733573,6.14,,30,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),128047.51,9:30 am,557.55,,557.55,0,7.5,128047.51,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2901.28
Exit Price: $2919.87
P/L: $557.55
Trade Model: @Gap Guardian (Live)
Date: 02/26/2025"
Trade #78,02/27/2025,2877.044,2851.582,0.3,2885.511,2851.582,763.86,WIN,3.01,675,Target Hit,SELL,0.29,88.500558211831,8.467,,45,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),February,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),128811.37,10:10 am,763.86,,763.86,0,11.25,128811.37,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2877.04
Exit Price: $2851.58
P/L: $763.86
Trade Model: @Gap Guardian (Live)
Date: 02/27/2025"