Trade ID,Date,Entry Time,Size,Entry,Take Profit,Stop Loss,Exit,Candle Count,Exit Type,"Trade Model ",Cumulative Equity,Tag,Trade Result Screenshot,Duration (mins),PnL,Trade Result,Direction,Day,Account,R:R,Win Indicator,Loss Indicator,Psychological Factors	,Lesson Learned,Time Frame,Bias,Current Balance,Compliance Check,Event Release Time,Events,HTF Key Level Focus,Initial Balance,Market Reaction on News Release,Market Sentiment,Planned Entry,Planned RRR,Planned SL,Planned TP,Pre-Market Emotions,Pre-Market Notes,Trade Plan,Trade Plan Screenshot,Actionable Steps,Event Type,"Market Conditions ",Ref: Events,Ref: Events Release Time,Risk %,Session,Duration (hrs),RoR,Stop Distance,Trade Performance Summary,Drawdown,Peak Value,Absolute Daily PnL,Error,Loss Value,Month,Multiplier,Profit Value,Symbol 1
Trade #47,12/18/2024,9:30 am,0.3,2638.856,2629.552,2641.941,2629.552,17,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),120376.09,Prop Firms,,255,279.12,WIN,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.02,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.12,NY am,4.25,35.257702580209,3.085,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2638.86
Exit Price: $2629.55
P/L: $279.12
Trade Model: @Gap Guardian (Backtest)
Date: 12/18/2024",0,120376.09,279.12,,0,December,100,279.12,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #46,12/17/2024,9:45 am,0.3,2637.13,2649.08,2633.141,2649.08,16,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),120096.97,Prop Firms,,240,358.5,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.15,NY am,4,45.314413775582,3.989,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2637.13
Exit Price: $2649.08
P/L: $358.5
Trade Model: @Gap Guardian (Backtest)
Date: 12/17/2024",0,120096.97,358.5,,0,December,100,358.5,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #45,12/12/2024,9:45 am,0.3,2686.84,2675.727,2690.537,2675.727,4,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),119738.47,Prop Firms,,60,333.39,WIN,SELL,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.14,NY am,1,41.360855130934,3.697,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2686.84
Exit Price: $2675.73
P/L: $333.39
Trade Model: @Gap Guardian (Backtest)
Date: 12/12/2024",0,119738.47,333.39,,0,December,100,333.39,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #44,12/11/2024,9:45 am,0.3,2699.01,2726.295,2690.919,2723.28,42,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),119405.08,Prop Firms,,630,728.1,WIN,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.37,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.3,NY am,10.5,89.921860237643,8.091,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2699.01
Exit Price: $2723.28
P/L: $728.1
Trade Model: @Gap Guardian (Backtest)
Date: 12/11/2024",0,119405.08,728.1,,0,December,100,728.1,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #43,12/10/2024,10:30 am,0.3,2685.183,2697.372,2681.14,2697.372,29,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),118676.98,Prop Firms,,435,365.67,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.15,NY am,7.25,45.393554182341,4.043,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2685.18
Exit Price: $2697.37
P/L: $365.67
Trade Model: @Gap Guardian (Backtest)
Date: 12/10/2024",0,118676.98,365.67,,0,December,100,365.67,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #42,12/05/2024,10:30 am,0.3,2640.851,2629.647,2644.586,2629.647,38,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),118311.31,Prop Firms,,570,336.12,WIN,SELL,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.14,NY am,9.5,42.425718073454,3.735,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2640.85
Exit Price: $2629.65
P/L: $336.12
Trade Model: @Gap Guardian (Backtest)
Date: 12/05/2024",0,118311.31,336.12,,0,December,100,336.12,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #41,12/04/2024,10:30 am,0.3,2655.798,2646.798,2658.798,2646.798,37,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),117975.19,Prop Firms,,555,270,WIN,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.11,NY am,9.25,33.888119503065,3,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2655.8
Exit Price: $2646.8
P/L: $270
Trade Model: @Gap Guardian (Backtest)
Date: 12/04/2024",0,117975.19,270,,0,December,100,270,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #40,12/03/2024,9:30 am,0.3,2652.161,2621.947,2661.926,2621.947,671,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),117705.19,Prop Firms,,10065,906.42,WIN,SELL,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.09,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.37,NY am,167.75,113.922194014617,9.765,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2652.16
Exit Price: $2621.95
P/L: $906.42
Trade Model: @Gap Guardian (Backtest)
Date: 12/03/2024",0,117705.19,906.42,,0,December,100,906.42,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #39,11/28/2024,9:45 am,0.3,2644.818,2635.316,2647.97,2635.316,41,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),116798.77,Prop Firms,,615,285.06,WIN,SELL,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.12,NY am,10.25,35.926857727072,3.152,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2644.82
Exit Price: $2635.32
P/L: $285.06
Trade Model: @Gap Guardian (Live)
Date: 11/28/2024",0,116798.77,285.06,,0,November,100,285.06,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #38,11/27/2024,10:45 am,0.3,2643.19,2627.231,2648.515,2627.231,40,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),116513.71,Prop Firms,,600,478.77,WIN,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.2,NY am,10,60.377801066136,5.325,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2643.19
Exit Price: $2627.23
P/L: $478.77
Trade Model: @Gap Guardian (Live)
Date: 11/27/2024",0,116513.71,478.77,,0,November,100,478.77,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #37,11/26/2024,9:45 am,0.3,2620.557,2649.635,2610.909,2649.635,69,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),116034.94,Prop Firms,,1035,872.34,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.37,NY am,17.25,110.961142993646,9.648,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2620.56
Exit Price: $2649.64
P/L: $872.34
Trade Model: @Gap Guardian (Live)
Date: 11/26/2024",0,116034.94,872.34,,0,November,100,872.34,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #36,11/21/2024,9:30 am,0.3,2662.26,2667.995,2660.354,2667.995,2,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),115162.6,Prop Firms,,30,172.05,WIN,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.07,NY am,0.5,21.541847903661,1.906,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2662.26
Exit Price: $2668
P/L: $172.05
Trade Model: @Gap Guardian (Live)
Date: 11/21/2024",0,115162.6,172.05,,0,November,100,172.05,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #35,11/20/2024,9:45 am,0.3,2641.855,2667.262,2633.386,2667.262,71,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),114990.55,Prop Firms,,1065,762.21,WIN,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.32,NY am,17.75,96.171061621474,8.469,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2641.86
Exit Price: $2667.26
P/L: $762.21
Trade Model: @Gap Guardian (Live)
Date: 11/20/2024",0,114990.55,762.21,,0,November,100,762.21,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #34,11/19/2024,10:30 am,0.3,2622.143,2635.117,2617.819,2635.117,29,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),114228.34,Prop Firms,,435,389.22,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.16,NY am,7.25,49.478613485229,4.324,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2622.14
Exit Price: $2635.12
P/L: $389.22
Trade Model: @Gap Guardian (Live)
Date: 11/19/2024",0,114228.34,389.22,,0,November,100,389.22,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #33,11/14/2024,10:00 am,0.3,2560.506,2594.02,2554.21,2554.21,58,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),113839.12,Prop Firms,,870,-188.88,LOSS,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),5.32,0,1,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.25,NY am,14.5,-24.58888985224,6.296,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2560.51
Exit Price: $2554.21
P/L: $-188.88
Trade Model: @Gap Guardian (Live)
Date: 11/14/2024",-0.001656435262,114028,188.88,Late Exit (https://www.notion.so/Late-Exit-1a1b632af110809d9b61ece119aca9c1?pvs=21),-188.88,November,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #32,11/13/2024,10:45 am,0.3,2601.525,2555.583,2616.828,2555.583,40,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),114028,Prop Firms,,600,1378.26,WIN,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.59,NY am,10,176.596419407847,15.303,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2601.53
Exit Price: $2555.58
P/L: $1378.26
Trade Model: @Gap Guardian (Live)
Date: 11/13/2024",0,114028,1378.26,,0,November,100,1378.26,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #31,11/12/2024,9:30 am,0.3,2616.412,2594.012,2623.873,2594.012,10,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),112649.74,Prop Firms,,150,672,WIN,SELL,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.29,NY am,2.5,85.613427854635,7.461,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2616.41
Exit Price: $2594.01
P/L: $672
Trade Model: @Gap Guardian (Live)
Date: 11/12/2024",0,112649.74,672,,0,November,100,672,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #30,11/07/2024,9:30 am,0.3,2690.275,2710.296,2683.602,2710.296,23,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),111977.74,Prop Firms,,345,600.63,WIN,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.25,NY am,5.75,74.419901311204,6.673,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2690.28
Exit Price: $2710.3
P/L: $600.63
Trade Model: @Gap Guardian (Live)
Date: 11/07/2024",0,111977.74,600.63,,0,November,100,600.63,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #29,11/06/2024,11:00 am,0.3,2670.796,2633.33,2683.942,2683.942,82,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),111377.11,Prop Firms,,1230,-394.38,LOSS,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),2.85,0,1,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.49,NY am,20.5,-49.221280846609,13.146,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2670.8
Exit Price: $2683.94
P/L: $-394.38
Trade Model: @Gap Guardian (Live)
Date: 11/06/2024",-0.003528448981,111771.49,394.38,Early Entry (https://www.notion.so/Early-Entry-1a1b632af110805499f7c17992bbf066?pvs=21),-394.38,November,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #28,11/05/2024,9:45 am,0.3,2748.504,2740.714,2751.103,2740.714,14,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),111771.49,Prop Firms,,210,233.7,WIN,SELL,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.09,NY am,3.5,28.342691151259,2.599,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2748.5
Exit Price: $2740.71
P/L: $233.7
Trade Model: @Gap Guardian (Live)
Date: 11/05/2024",0,111771.49,233.7,,0,November,100,233.7,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #27,10/31/2024,9:45 am,0.3,2762.247,2735.954,2771.011,2735.954,4,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),111537.79,Prop Firms,,60,788.79,WIN,SELL,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.32,NY am,1,95.186998121457,8.764,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2762.25
Exit Price: $2735.95
P/L: $788.79
Trade Model: @Gap Guardian (Live)
Date: 10/31/2024",0,111537.79,788.79,,0,October,100,788.79,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #26,10/30/2024,9:30 am,0.3,2773.599,2811.626,2760.93,2760.93,90,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),110749,Prop Firms,,1350,-380.07,LOSS,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,0,1,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.46,NY am,22.5,-45.677114824457,12.669,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2773.6
Exit Price: $2760.93
P/L: $-380.07
Trade Model: @Gap Guardian (Live)
Date: 10/30/2024",-0.003420077213,111129.07,380.07,Missed (https://www.notion.so/Missed-1a1b632af11080fca742d5878c9c4b07?pvs=21),-380.07,October,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #25,10/29/2024,9:30 am,0.3,2753.808,2776.358,2746.29,2776.358,38,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),111129.07,Prop Firms,,570,676.5,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.27,NY am,9.5,81.886609378722,7.518,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2753.81
Exit Price: $2776.36
P/L: $676.5
Trade Model: @Gap Guardian (Live)
Date: 10/29/2024",0,111129.07,676.5,,0,October,100,676.5,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #24,10/24/2024,10:00 am,0.3,2734.661,2721.237,2739.135,2721.237,70,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),110452.57,Prop Firms,,1050,402.72,WIN,SELL,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.16,NY am,17.5,49.088351353239,4.474,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2734.66
Exit Price: $2721.24
P/L: $402.72
Trade Model: @Gap Guardian (Live)
Date: 10/24/2024",0,110452.57,402.72,,0,October,100,402.72,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #23,10/23/2024,9:30 am,0.3,2740.663,2728.58,2744.69,2728.58,2,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),110049.85,Prop Firms,,30,362.49,WIN,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.15,NY am,0.5,44.087872168158,4.027,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2740.66
Exit Price: $2728.58
P/L: $362.49
Trade Model: @Gap Guardian (Live)
Date: 10/23/2024",0,110049.85,362.49,,0,October,100,362.49,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #22,10/22/2024,10:00 am,0.3,2734.93,2751.956,2729.255,2751.956,58,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),109687.36,Prop Firms,,870,510.78,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.21,NY am,14.5,62.253878527056,5.675,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2734.93
Exit Price: $2751.96
P/L: $510.78
Trade Model: @Gap Guardian (Live)
Date: 10/22/2024",0,109687.36,510.78,,0,October,100,510.78,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #21,10/17/2024,10:00 am,0.3,2686.247,2725.41,2673.214,2725.41,132,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),109176.58,Prop Firms,,1980,1174.89,WIN,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.49,NY am,33,145.790763098107,13.033,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2686.25
Exit Price: $2725.41
P/L: $1174.89
Trade Model: @Gap Guardian (Live)
Date: 10/17/2024",0,109176.58,1174.89,,0,October,100,1174.89,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #20,10/16/2024,10:15 am,0.3,2680.396,2657.542,2685.606,2685.606,42,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),108001.69,Prop Firms,,630,-156.3,LOSS,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),4.39,0,1,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.19,NY am,10.5,-19.437426410127,5.21,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2680.4
Exit Price: $2685.61
P/L: $-156.3
Trade Model: @Gap Guardian (Live)
Date: 10/16/2024",-0.001445108216,108157.99,156.3,Early Exit (https://www.notion.so/Early-Exit-1a1b632af11080faa612c1c1eae166e1?pvs=21),-156.3,October,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #19,10/15/2024,10:30 am,0.3,2654.106,2679.347,2645.685,2679.347,69,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),108157.99,Prop Firms,,1035,757.23,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.32,NY am,17.25,95.101702795593,8.421,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2654.11
Exit Price: $2679.35
P/L: $757.23
Trade Model: @Gap Guardian (Live)
Date: 10/15/2024",0,108157.99,757.23,,0,October,100,757.23,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #18,10/10/2024,9:30 am,0.3,2616.552,2653.152,2604.348,2653.152,93,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),107400.76,Prop Firms,,1395,1098,WIN,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.47,NY am,23.25,139.878741183053,12.204,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2616.55
Exit Price: $2653.15
P/L: $1098
Trade Model: @Gap Guardian (Live)
Date: 10/10/2024",0,107400.76,1098,,0,October,100,1098,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
