Trade ID,Date,Entry Time,Size,Entry,Take Profit,Stop Loss,Exit,Candle Count,Exit Type,"Trade Model ",Cumulative Equity,Tag,Trade Result Screenshot,Duration (mins),PnL,Trade Result,Direction,Day,Account,R:R,Win Indicator,Loss Indicator,Psychological Factors	,Lesson Learned,Time Frame,Bias,Current Balance,Compliance Check,Event Release Time,Events,HTF Key Level Focus,Initial Balance,Market Reaction on News Release,Market Sentiment,Planned Entry,Planned RRR,Planned SL,Planned TP,Pre-Market Emotions,Pre-Market Notes,Trade Plan,Trade Plan Screenshot,Actionable Steps,Event Type,"Market Conditions ",Ref: Events,Ref: Events Release Time,Risk %,Session,Duration (hrs),RoR,Stop Distance,Trade Performance Summary,Drawdown,Peak Value,Absolute Daily PnL,Error,Loss Value,Month,Multiplier,Profit Value,Symbol 1
Trade #17,10/09/2024,10:30 am,0.3,2609.226,2622.9,2604.673,2604.673,84,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),106302.76,Prop Firms,,1260,-136.59,LOSS,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,0,1,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.17,NY am,21,-17.449619159092,4.553,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2609.23
Exit Price: $2604.67
P/L: $-136.59
Trade Model: @Gap Guardian (Live)
Date: 10/09/2024",-0.00128326601,106439.35,136.59,Missed (https://www.notion.so/Missed-1a1b632af11080fca742d5878c9c4b07?pvs=21),-136.59,October,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #16,10/08/2024,9:45 am,0.3,2641.721,2607.909,2652.992,2607.909,7,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),106439.35,Prop Firms,,105,1014.36,WIN,SELL,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.43,NY am,1.75,127.992320157958,11.271,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2641.72
Exit Price: $2607.91
P/L: $1014.36
Trade Model: @Gap Guardian (Live)
Date: 10/08/2024",0,106439.35,1014.36,,0,October,100,1014.36,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #15,10/03/2024,10:00 am,0.3,2641.099,2661.338,2634.378,2661.338,87,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),105424.99,Prop Firms,,1305,607.17,WIN,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.25,NY am,21.75,76.630978240498,6.721,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2641.1
Exit Price: $2661.34
P/L: $607.17
Trade Model: @Gap Guardian (Live)
Date: 10/03/2024",0,105424.99,607.17,,0,October,100,607.17,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #14,10/02/2024,10:30 am,0.3,2644.599,2676.756,2633.937,2633.937,89,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),104817.82,Prop Firms,,1335,-319.86,LOSS,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.02,0,1,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.4,NY am,22.25,-40.31613110343,10.662,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2644.6
Exit Price: $2633.94
P/L: $-319.86
Trade Model: @Gap Guardian (Live)
Date: 10/02/2024",-0.003042296539,105137.68,319.86,Early Exit (https://www.notion.so/Early-Exit-1a1b632af11080faa612c1c1eae166e1?pvs=21),-319.86,October,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #13,10/01/2024,10:15 am,0.3,2661.45,2701.863,2648.041,2701.863,98,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),105137.68,Prop Firms,,1470,1212.39,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.5,NY am,24.5,151.845798343009,13.409,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2661.45
Exit Price: $2701.86
P/L: $1212.39
Trade Model: @Gap Guardian (Live)
Date: 10/01/2024",0,105137.68,1212.39,,0,October,100,1212.39,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #12,09/26/2024,9:30 am,0.3,2667.21,2695.1,2657.95,2695.1,17,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),103925.29,Prop Firms,,255,836.7,WIN,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.35,NY am,4.25,104.566194637843,9.26,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2667.21
Exit Price: $2695.1
P/L: $836.7
Trade Model: @Gap Guardian (Live)
Date: 09/26/2024",0,103925.29,836.7,,0,September,100,836.7,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #11,09/25/2024,10:30 am,0.3,2655.08,2662.73,2652.53,2662.73,9,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),103088.59,Prop Firms,,135,229.5,WIN,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.1,NY am,2.25,28.812691143016,2.55,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2655.08
Exit Price: $2662.73
P/L: $229.5
Trade Model: @Gap Guardian (Live)
Date: 09/25/2024",0,103088.59,229.5,,0,September,100,229.5,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #10,09/24/2024,10:30 am,0.3,2636,2624.23,2639.9,2624.23,5,Target Hit,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),102859.09,Prop Firms,,75,353.1,WIN,SELL,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.02,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.15,NY am,1.25,44.650986342944,3.9,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2636
Exit Price: $2624.23
P/L: $353.1
Trade Model: @Gap Guardian (Live)
Date: 09/24/2024",0,102859.09,353.1,,0,September,100,353.1,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #9,09/19/2024,9:30 am,0.3,2592.78,2571.25,2599.78,2571.25,17,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),102505.99,Prop Firms,,255,645.9,WIN,SELL,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.08,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.27,NY am,4.25,83.038283232669,7,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2592.78
Exit Price: $2571.25
P/L: $645.9
Trade Model: @Gap Guardian (Live)
Date: 09/19/2024",0,102505.99,645.9,,0,September,100,645.9,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #8,09/18/2024,10:00 am,0.3,2571.11,2579.37,2568.36,2579.37,6,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),101860.09,Prop Firms,,90,247.8,WIN,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.11,NY am,1.5,32.12620230173,2.75,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2571.11
Exit Price: $2579.37
P/L: $247.8
Trade Model: @Gap Guardian (Live)
Date: 09/18/2024",-0.000638703739,101925.19,247.8,,0,September,100,247.8,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #7,09/17/2024,9:45 am,0.3,2574.29,2605.65,2563.86,2563.86,23,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),101612.29,Prop Firms,,345,-312.9,LOSS,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,0,1,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.41,NY am,5.75,-40.516025777981,10.43,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2574.29
Exit Price: $2563.86
P/L: $-312.9
Trade Model: @Gap Guardian (Live)
Date: 09/17/2024",-0.003069898619,101925.19,312.9,Late Entry (https://www.notion.so/Late-Entry-1a1b632af11080fcae34e4a94aac29ca?pvs=21),-312.9,September,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #6,09/12/2024,10:30 am,0.3,2514.53,2524.87,2511.08,2524.87,7,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),101925.19,Prop Firms,,105,310.2,WIN,BUY,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.14,NY am,1.75,41.121004720564,3.45,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2514.53
Exit Price: $2524.87
P/L: $310.2
Trade Model: @Gap Guardian (Live)
Date: 09/12/2024",0,101925.19,310.2,,0,September,100,310.2,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #5,09/11/2024,10:30 am,0.3,2521.54,2504.67,2527.15,2504.67,8,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),101614.99,Prop Firms,,120,506.1,WIN,SELL,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.01,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.22,NY am,2,66.903558936206,5.61,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2521.54
Exit Price: $2504.67
P/L: $506.1
Trade Model: @Gap Guardian (Live)
Date: 09/11/2024",0,101614.99,506.1,,0,September,100,506.1,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #4,09/10/2024,9:45 am,0.3,2503.21,2512.98,2500.04,2512.98,12,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),101108.89,Prop Firms,,180,293.1,WIN,BUY,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.08,1,0,,,15m,,99709.1,Did Not Plan,,,,100000,,,,,,,,,,,"• Review and adjust your trading plan based on recent trade outcomes.
• Practice disciplined decision-making to manage emotions better.
• Identify patterns in trades to refine your strategy.",,Consolidation,,,0.13,NY am,3,39.029885626855,3.17,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2503.21
Exit Price: $2512.98
P/L: $293.1
Trade Model: @Gap Guardian (Live)
Date: 09/10/2024",0,101108.89,293.1,,0,September,100,293.1,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #3,09/05/2024,10:30 am,0.3,2517.4,2496.43,2524.4,2524.4,7,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),100815.79,Prop Firms,,105,-210,LOSS,SELL,Thursday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,0,1,,,15m,,99709.1,Did Not Follow Plan,"10:00 am,8:15 am,8:30 am","ADP Non-Farm Employment Change,ISM Services PMI,Unemployment Claims",,100000,,,,0,,,,,3 (https://www.notion.so/3-199b632af1108168ab6fe0f7ac8783e8?pvs=21),,,,Bearish,"ADP Non-Farm Employment Change,Unemployment Claims,ISM Services PMI","8:15 am,8:30 am,10:00 am",0.28,NY am,1.75,-27.806466989751,7,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2517.4
Exit Price: $2524.4
P/L: $-210
Trade Model: @Gap Guardian (Live)
Date: 09/05/2024",-0.002078677138,101025.79,210,Early Exit (https://www.notion.so/Early-Exit-1a1b632af11080faa612c1c1eae166e1?pvs=21),-210,September,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #2,09/04/2024,9:45am,0.3,2478.75,2499.22,2471.93,2499.22,18,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),101025.79,Prop Firms,,270,614.1,WIN,BUY,Wednesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3,1,0,,,15m,,99709.1,Did Not Follow Plan,10:00 am,JOLTS Job Openings,,100000,,,,0,,,,,2 (https://www.notion.so/2-199b632af1108177a7b4d80245a2748b?pvs=21),,"• Review and refine your trading plan to enhance adherence during trades.
• Analyze emotional triggers to improve decision-making under stress.
• Identify better entry and exit points for future trades.",,Bullish,JOLTS Job Openings,10:00 am,0.28,NY am,4.5,82.581946545638,6.82,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2478.75
Exit Price: $2499.22
P/L: $614.1
Trade Model: @Gap Guardian (Live)
Date: 09/04/2024",0,101025.79,614.1,,0,September,100,614.1,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
Trade #1,09/03/2024,9:30 am,0.3,2503.341,2489.618,2507.496,2489.618,8,Target Hit,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),100411.69,Prop Firms,,120,411.69,WIN,SELL,Tuesday,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),3.3,1,0,,,15m,,99709.1,Did Not Follow Plan,10:00 am,ISM Manufacturing PMI,,100000,,,,0,,,,,1 (https://www.notion.so/1-199b632af110810f9db6c8467fbe3494?pvs=21),,"• Review and adjust your trading plan to ensure alignment with your strategies.
• Analyze emotional triggers to enhance decision-making discipline.
• Identify potential entry and exit points for future trades to improve execution.",Business Survey (https://www.notion.so/Business-Survey-199b632af1108190a995dfd43e2a060e?pvs=21),Bullish,ISM Manufacturing PMI,10:00 am,0.17,NY am,2,54.818740235549,4.155,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2503.34
Exit Price: $2489.62
P/L: $411.69
Trade Model: @Gap Guardian (Live)
Date: 09/03/2024",0,100411.69,411.69,,0,September,100,411.69,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #78,02/27/2025,10:10 am,0.3,2877.044,2851.582,2885.511,2851.582,45,Target Hit,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),104758.18,Prop Firms,,675,763.86,WIN,SELL,Thursday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3.01,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.29,NY am,11.25,88.500558211831,8.467,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2877.04
Exit Price: $2851.58
P/L: $763.86
Trade Model: @Gap Guardian (Backtest)
Date: 02/27/2025",0,104758.18,763.86,,0,February,100,763.86,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #77,02/26/2025,9:30 am,0.3,2901.284,2919.869,2895.144,2919.869,30,Target Hit,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),103994.32,Prop Firms,,450,557.55,WIN,BUY,Wednesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3.03,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.21,NY am,7.5,64.057844733573,6.14,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2901.28
Exit Price: $2919.87
P/L: $557.55
Trade Model: @Gap Guardian (Backtest)
Date: 02/26/2025",0,103994.32,557.55,,0,February,100,557.55,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #76,02/25/2025,9:30 am,0.3,2943.05,2929.193,2947.645,2929.193,3,Target Hit,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),103436.77,Prop Firms,,45,415.71,WIN,SELL,Tuesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3.02,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.16,NY am,0.75,47.08380761455,4.595,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2943.05
Exit Price: $2929.19
P/L: $415.71
Trade Model: @Gap Guardian (Backtest)
Date: 02/25/2025",0,103436.77,415.71,,0,February,100,415.71,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #75,02/20/2025,10:00 am,0.3,2932.75,2942.987,2929.337,2942.987,6,Target Hit,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),103021.06,Prop Firms,,90,307.11,WIN,BUY,Thursday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.12,NY am,1.5,34.905805131702,3.413,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2932.75
Exit Price: $2942.99
P/L: $307.11
Trade Model: @Gap Guardian (Backtest)
Date: 02/20/2025",0,103021.06,307.11,,0,February,100,307.11,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #74,02/19/2025,9:45 am,0.3,2939.726,2933.688,2941.739,2933.688,3,Target Hit,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),102713.95,Prop Firms,,45,181.14,WIN,SELL,Wednesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.07,NY am,0.75,20.539329175576,2.013,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2939.73
Exit Price: $2933.69
P/L: $181.14
Trade Model: @Gap Guardian (Backtest)
Date: 02/19/2025",0,102713.95,181.14,,0,February,100,181.14,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #73,02/18/2025,9:30 am,0.3,2922.479,2929.845,2920.022,2929.845,9,Target Hit,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),102532.81,Prop Firms,,135,220.98,WIN,BUY,Tuesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.08,NY am,2.25,25.204629357474,2.457,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2922.48
Exit Price: $2929.85
P/L: $220.98
Trade Model: @Gap Guardian (Backtest)
Date: 02/18/2025",0,102532.81,220.98,,0,February,100,220.98,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #72,02/13/2025,9:45 am,0.3,2913.767,2927.164,2909.298,2927.164,19,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),102311.83,Prop Firms,,285,401.91,WIN,BUY,Thursday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.15,NY am,4.75,45.978281722595,4.469,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2913.77
Exit Price: $2927.16
P/L: $401.91
Trade Model: @Gap Guardian (Backtest)
Date: 02/13/2025",0,102311.83,401.91,,0,February,100,401.91,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #71,02/12/2025,9:45 am,0.3,2890.293,2914.614,2882.214,2914.614,46,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),101909.92,Prop Firms,,690,729.63,WIN,BUY,Wednesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3.01,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.28,NY am,11.5,84.147178158062,8.079,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2890.29
Exit Price: $2914.61
P/L: $729.63
Trade Model: @Gap Guardian (Backtest)
Date: 02/12/2025",0,101909.92,729.63,,0,February,100,729.63,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #69,02/06/2025,9:30 am,0.3,2857.86,2836.181,2865.087,2836.181,4,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),101342.5,Prop Firms,,60,650.37,WIN,SELL,Thursday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.25,NY am,1,75.857459777596,7.227,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2857.86
Exit Price: $2836.18
P/L: $650.37
Trade Model: @Gap Guardian (Backtest)
Date: 02/06/2025",0,101342.5,650.37,,0,February,100,650.37,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #68,02/05/2025,9:45 am,0.3,2866.006,2877.883,2862.047,2877.883,4,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),100692.13,Prop Firms,,60,356.31,WIN,BUY,Wednesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.14,NY am,1,41.440946041285,3.959,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2866.01
Exit Price: $2877.88
P/L: $356.31
Trade Model: @Gap Guardian (Live)
Date: 02/05/2025",0,100692.13,356.31,,0,February,100,356.31,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt #67,02/04/2025,10:30 am,0.3,2835.329,2846.523,2831.606,2846.523,32,,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),100335.82,Prop Firms,,480,335.82,WIN,BUY,Tuesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3.01,1,0,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.13,NY am,8,39.480427139143,3.723,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2835.33
Exit Price: $2846.52
P/L: $335.82
Trade Model: @Gap Guardian (Live)
Date: 02/04/2025",0,100335.82,335.82,,0,February,100,335.82,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)
bt  #70,02/11/2025,9:30 am,0.3,2902.032,2885.813,2907.439,2907.439,7,,Gap Guardian (Backtest) (https://www.notion.so/Gap-Guardian-Backtest-199b632af110813ead66d6c7efda5247?pvs=21),101180.29,Prop Firms,,105,-162.21,LOSS,SELL,Tuesday,Backtest (https://www.notion.so/Backtest-199b632af1108129a338dbf79fbb51ac?pvs=21),3,0,1,,,15m,,104758.18,Did Not Plan,,,,100000,,,,,,,,,,,,,,,,0.19,NY am,1.75,-18.631772495961,5.407,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2902.03
Exit Price: $2907.44
P/L: $-162.21
Trade Model: @Gap Guardian (Backtest)
Date: 02/11/2025",-0.001600611787,101342.5,162.21,Did Not Plan (https://www.notion.so/Did-Not-Plan-1a1b632af110804db647db8c4986825a?pvs=21),-162.21,February,100,0,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21)